Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Type,release_date_parsed,Korea,Title_Korea,Type_New
The Sheriff in Town // 보안관,No,2017-07-06,200000.0,1403.0,6.3,"Comedy, News, Talk-Show","preacher,heretic,gay,pastor,evangelist","Ellie tries to mend her marriage with her husband Marcus after a brief encounter with an old friend, David, only to find that David is more dangerous and unstable than she&apos;d realized.",Movie,2017-07-06,1,보안관,Movie
Secret Garden: Season 1 // 시크릿 가든 시즌 1,No,2016-06-02,100000.0,177.0,6.3,"Comedy, Family","fbi federal bureau of investigation,attack,september 11 2001,9 11,criminal",A polish gangster discovers the senselessness of his life.,TV Show,2016-06-02,1,시크릿 가든 시즌 1,TV Show
Jini's Job Exploration // TV유치원 - 바쁘다 바빠 직업탐험: 바쁘다 바빠 직업탐험,No,2017-09-05,100000.0,16350.0,6.3,"Family, Musical, Animation","pilot,android,female soldier,robot,explosion","One Second at a Time is a documentary about addiction and recovery, told through the story of Christine Ortoll, a young woman who fought, and ultimately lost, a ten-year battle with mental illness and substance use disorder via ov...",Movie,2017-09-05,1,TV유치원 - 바쁘다 바빠 직업탐험: 바쁘다 바빠 직업탐험,Movie
Katuri: Season 3 // 엄마 까투리: 시즌3,No,2020-09-29,100000.0,5968.0,6.3,"Drama, Horror, Thriller","based on tv series,secret,guilty,sheriff,reconnect","This docuseries explores the origins and evolution of play across the globe, from age-old rituals to billion-dollar businesses.",TV Show,2020-09-29,1,엄마 까투리: 시즌3,TV Show
Midnight // 미드나이트,No,2021-12-10,100000.0,20902.0,6.3,"Short, Comedy","spoon,dish,popcorn,jekyll and hyde,anthropomorphic spoon","Mama has everyone working on spring cleaning, or so she thinks; in fact, everyone&apos;s slacking off in various ways. The Captain is the only one to get caught and face her wrath, though. To escape, he fakes illness, but the boys catc...",Movie,2021-12-10,1,미드나이트,Movie
Birthday // 생일,No,0,0.0,31807.0,6.3,"Comedy, Drama, Romance","muscleman,interrogation,machismo,rescue,escape","In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.",Movie,,1,생일,Movie
Citizen Roh // 시민 노무현,No,0,0.0,93171.0,6.3,"Short, Comedy, Drama","refugee,resignation syndrome,sick children,sweden,three word title","Javi, a perfectly ordinary teenager who doesn&apos;t suspect that his crush on Sara might be reciprocated. Through a string of misunderstandings, Sara comes to believe that Javi is in possession of supernatural powers.",Movie,,1,시민 노무현,Movie
Finding Mr. Destiny // 김종욱 찾기,No,0,0.0,18.0,6.3,Short,0,"After telling a white lie which spirals out of control, a neurotic, naive, musically gifted Muslim cleric&apos;s eldest son must follow through with an arranged marriage, even though he&apos;s madly in love with an Australian born-Lebanese ...",Movie,,1,김종욱 찾기,Movie
Hanbando // 한반도,No,0,0.0,57828.0,6.3,"Comedy, Crime, Drama",0,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end times fantasy.",Movie,,1,한반도,Movie
Hello Jadoo Special : Under the Sea // 안녕자두야 스페셜 : 언더 더 씨,No,0,0.0,99.0,6.3,"Documentary, Crime, History",0,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy.",Movie,,1,안녕자두야 스페셜 : 언더 더 씨,Movie
Office // 오피스,No,0,0.0,330.0,6.3,"Documentary, Crime",0,The Octonauts create a Mantis Shrip Robot to save the oceanic creatures from a tsunami and volcanic eruptions in the Pacific Ring of Fire.,Movie,,1,오피스,Movie
Romance of Their Own // 늑대의 유혹,No,0,0.0,42.0,6.3,Documentary,0,"A couple gets divorced after several years of marriage. After that, the man suddenly gets rich, and life changes again when his ex-wife starts working with him.",Movie,,1,늑대의 유혹,Movie
Running Turtle // 거북이 달린다,No,0,0.0,225.0,6.3,Drama,0,"A fighter pilot travels back in time to save the future world from environmental disaster, but a side-effect turns her young again and no-one takes her seriously.",Movie,,1,거북이 달린다,Movie
Sex Is Zero II // 색즉시공 시즌 2,No,0,0.0,253.0,6.3,Comedy,0,Journalist Jenny Eliscu and filmmaker Erin Lee Carr investigate Britney Spears&apos; fight for freedom by way of exclusive interviews and confidential evidence.,Movie,,1,색즉시공 시즌 2,TV Show
The Con Artists // 기술자들,No,0,0.0,12.0,6.3,"Documentary, Comedy",0,"In his second Netflix original comedy special, which is dedicated to his late mother, Deon Cole hilariously shares his advice on how to navigate life and dating in today&apos;s society",Movie,,1,기술자들,Movie
The Surrogate Woman // 씨받이,No,0,0.0,473.0,6.3,"Game-Show, Reality-TV",0,A comedy variety special featuring LGBTQ+ comedy icons and emerging voices.,Movie,,1,씨받이,Movie
The Tiger // 대호,No,0,0.0,13621.0,6.3,"Comedy, Drama",0,Examines the background and the career of the french basketball player Tony Parker.,Movie,,1,대호,Movie
Hometown Cha-Cha-Cha: Season 1 // 갯마을 차차차: 시즌 1,Yes,2021-07-15,53700000.0,11837.0,6.2,"Documentary, Crime","cinepanettone,politician,ancient rome",Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,TV Show,2021-07-15,1,갯마을 차차차: 시즌 1,TV Show
Marui Video // 마루이 비디오,No,2022-08-10,24000000.0,510.0,6.2,Comedy,"1970s,middle class,gross out comedy,drowning,political satire","The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",Movie,2022-08-10,1,마루이 비디오,Movie
Love is for Suckers: Season 1 // 얼어죽을 연애따위: 시즌1,No,2017-03-23,13900000.0,37532.0,6.2,"Crime, Drama, Thriller","marriage,father daughter relationship,affair,writers block,suspected adultery","With nowhere left to go, Will Hawkins finds himself at camp for the first time. His instinct is to run, but he finds a friend, a father figure, and even a girl who awakens his heart. Most of all, he finally finds a home.",TV Show,2017-03-23,1,얼어죽을 연애따위: 시즌1,TV Show
Reunited Worlds: Season 1 // 다시 만난 세계: 시즌 1,No,2021-01-29,13600000.0,36836.0,6.2,"Drama, Thriller","female cyborg,anime,cyborg sci fi,cyber thriller,anime animation","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",TV Show,2021-01-29,1,다시 만난 세계: 시즌 1,TV Show
A Violent Prosecutor // 검사외전,No,2019-02-08,13600000.0,2071.0,6.2,Comedy,"spoof,sexual humor,slapstick comedy,neo screwball comedy,absurd comedy","Lucky and her friends embark on a Christmas Eve adventure into the city to find the perfect gift, but their return to Miradero for the holiday festivities are ruined when an avalanche derails their plans",Movie,2019-02-08,1,검사외전,Movie
Tune in for Love // 유열의 음악앨범,Yes,2022-10-21,11200000.0,132839.0,6.2,"Documentary, Comedy","love,togetherness,friend,life,first person title","She-Ra, Princess of Power, leads a rebellion to free her land of Etheria from the monstrous invaders the Horde.",Movie,2022-10-21,1,유열의 음악앨범,Movie
Never Give Up // 구필수는 없다,No,2019-05-24,10200000.0,18832.0,6.2,"Animation, Adventure, Comedy","tv special,stand up comedy,stand up comedy special","The tranquil lives of a family isolated from the rest of society are disturbed by a terrifying creature, testing the ties that bind them together.",Movie,2019-05-24,1,구필수는 없다,Movie
When the Weather Is Fine: Season 1 // 날씨가 좋으면 찾아가겠어요,No,2019-08-30,9900000.0,19318.0,6.2,"Comedy, Family","anime,female nudity,large breasts,deadly sin,seven deadly sins",Superman battles train robbers seeking to steal a billion dollars worth of gold.,TV Show,2019-08-30,1,날씨가 좋으면 찾아가겠어요,Movie
The World of the Married: Season 1 // 부부의 세계: 시즌 1,No,2022-03-16,8200000.0,6915.0,6.2,"Action, Adventure, Drama",alien,"Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world.",TV Show,2022-03-16,1,부부의 세계: 시즌 1,TV Show
Taste of Tour: Season 1 // 여행의 맛: 시즌1,No,2020-01-29,7000000.0,4656.0,6.2,"Short, Comedy","gay,makeover,tour,home,brazil","Comedian Ari Shaffir steps outside of his yamaka to expose the uncomfortable truth that children are trash, and becoming an adult also brings about its own greasy problems.",TV Show,2020-01-29,1,여행의 맛: 시즌1,TV Show
Rookie Historian Goo Hae-Ryung: Season 1 // 신입사관 구해령: 시즌 1,Yes,2023-03-02,6800000.0,24111.0,6.2,Reality-TV,"radio amateur hour,all black cast,radio performer,singer,radio sponsor",Prodigal daughter Tumi goes home for the holidays and manages to ruin her sister&apos;s wedding plans. Now she must make things right before it&apos;s too late.,TV Show,2023-03-02,1,신입사관 구해령: 시즌 1,TV Show
Kingdom: Ashin of the North // 킹덤: 아신전,Yes,2019-01-25,3800000.0,37532.0,6.2,Short,"vaginismus,small breasts,simulated blowjob,sex scene,sexual failure","An emotionally scarred former child soldier becomes a letter writer in this condensed recap of the moving, gorgeously animated award-winning series.",Movie,2019-01-25,1,킹덤: 아신전,Movie
The Battle: Roar to Victory // 봉오동 전투,No,2019-08-14,2600000.0,4257.0,6.2,"Adventure, Fantasy, Horror","murder,year 1830,1830s,19th century,winter",A woman&apos;s life is turned upside-down when a dangerous man gets hold of her lost cell phone and uses it to track her every move.,Movie,2019-08-14,1,봉오동 전투,Movie
My Golden Kids: 2023 // 금쪽같은 내새끼: 2023,No,2018-10-12,2500000.0,1273.0,6.2,Comedy,"group,culture,life,docusoap reality tv,non fiction",Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain&apos;s best amateur baker.,Movie,2018-10-12,1,금쪽같은 내새끼: 2023,Movie
The City of Violence // 짝패,No,2021-10-21,2500000.0,24707.0,6.2,"Action, Adventure","murder,boat,detective,hairdresser,gun",A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity and fight demons.,Movie,2021-10-21,1,짝패,Movie
Squad 38: Season 1 // 38사기동대: Season 1,No,2020-06-24,2300000.0,15636.0,6.2,"Animation, Action, Adventure","afghanistan,satire,counter insurgency,foreign affairs,soldier","When the clever but socially-awkward Tetê joins a new school, she&apos;ll do anything to fit in. But the queen bee among her classmates has other ideas.",TV Show,2020-06-24,1,38사기동대: Season 1,Movie
Voice 3 // 보이스3,No,2019-04-22,2100000.0,1244.0,6.2,"Animation, Action, Adventure","alternate history,based on comic book,superhero,dark horse comics,based on comic","In 2005, thieves tunnel into a Fortaleza, Brazil, bank vault and steal over 160 million reais. This docuseries explores that spectacular, historical heist.",Movie,2019-04-22,1,보이스3,Movie
Pinocchio: Season 1 // 피노키오: 시즌 1,No,2021-12-03,1800000.0,47.0,6.2,"Biography, Drama","death by electric chair,mondo film,topless woman,punk rock,sex show",Fearless seal Quinn assembles a squad of misfit recruits to stand up to ruthless sharks with razor-sharp teeth and reclaim the open sea.,TV Show,2021-12-03,1,피노키오: 시즌 1,TV Show
Blood Rain // 혈의 누,No,2017-01-13,1600000.0,11188.0,6.2,"Documentary, Family","murder,tv mini series,life,neighbors,window","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",Movie,2017-01-13,1,혈의 누,Movie
Mad for Each Other: Season 1 // 이 구역의 미친 X: 시즌 1,Yes,2019-04-19,1500000.0,510.0,6.2,Documentary,"friend,best friend,volunteer,teenager,son",The Octonauts create a Mantis Shrip Robot to save the oceanic creatures from a tsunami and volcanic eruptions in the Pacific Ring of Fire.,TV Show,2019-04-19,1,이 구역의 미친 X: 시즌 1,TV Show
Comopop: Season 1 // 꼬모팝: 시즌 1,No,2019-01-11,1500000.0,12264.0,6.2,Documentary,"biscuit,cgi animation,hippopotamus,hamster,dog","Desperate to avoid his family&apos;s judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that they&apos;re now in a relationship.",TV Show,2019-01-11,1,꼬모팝: 시즌 1,TV Show
Deranged // 연가시,No,2022-11-25,1400000.0,3617.0,6.2,"Drama, Romance","marilyn monroe character,abortion,traumatic childhood,female rear nudity,female nudity","In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",Movie,2022-11-25,1,연가시,Movie
Still 17: Season 1 // 서른이지만 열일곱입니다: 시즌 1,No,2020-12-16,1000000.0,9154.0,6.2,Drama,"based on comic book,based on comic,male rear nudity,female nudity,hitman","To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle - and faces off with the grumpy duke who owns it.",TV Show,2020-12-16,1,서른이지만 열일곱입니다: 시즌 1,TV Show
"Hello, My Twenties!: Season 2 // 청춘시대: 시즌 2",No,2018-01-05,1000000.0,10763.0,6.2,"Animation, Adventure, Fantasy","snow,child,wish,christmas,blond boy","The fun continues for Lucky and her friends with more adventure than ever before. Wherever they go, it&apos;s quite a ride -- and you get to come along.",TV Show,2018-01-05,1,청춘시대: 시즌 2,TV Show
Switch // 스위치,No,2019-07-12,900000.0,119246.0,6.2,"Drama, Fantasy, Horror","poetry,spain","Sam Clayton has a good heart and likes to help out people in need. In fact, he likes to help them out so much that he often finds himself broke and unable to help his own family buy the things they need--like a house.",Movie,2019-07-12,1,스위치,Movie
The Divine Move 2: The Wrathful // 신의 한 수: 귀수편,No,2018-04-13,500000.0,5499.0,6.2,"Animation, Family, Short","artist,sculptor,sculpting,art,fine arts",How far one is willing to go for the sake of one&apos;s political commitment.,Movie,2018-04-13,1,신의 한 수: 귀수편,Movie
One-Line // 원라인,No,2020-01-24,500000.0,47.0,6.2,"Comedy, Drama, Romance","docudrama drama,based on real people,year 1988,mountain,location in title",Three young women looking for adventure get jobs on a dude ranch.,Movie,2020-01-24,1,원라인,Movie
Intimate Strangers // 완벽한 타인,No,2020-12-04,100000.0,49.0,6.2,"Documentary, Short","vampire,anime animation","The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction and horrors of war.",Movie,2020-12-04,1,완벽한 타인,Movie
Gogo Dino Explorers: The Legendary Dino // 고고다이노 공룡탐험대 : 전설의 공룡을 찾아서,No,0,0.0,6915.0,6.2,"Animation, Short, Adventure",0,Tiffany Haddish introduces her favorite comedians in a series of stand-up performances.,Movie,,1,고고다이노 공룡탐험대 : 전설의 공룡을 찾아서,Movie
Mapado // 마파도,No,0,0.0,1244.0,6.2,"Animation, Action, Adventure",0,"Diverse personal stories from around the world reveal how lives, passions and goals are facilitated by the human body&apos;s various complex systems; narrator Jad Abumrad.",Movie,,1,마파도,Movie
Miracle: Letters to the President // 기적,No,0,0.0,48560.0,6.2,"Comedy, Romance",0,"Dinny and his cowhand friends rescue Laura from a runaway stagecoach after it is robbed by outlaw Pancho Dominguez and his gang. Dinny is attracted to Laura, who isn&apos;t interested in him at all. The climax arises when Pancho&apos;s gang...",Movie,,1,기적,Movie
Movie Room: 2019-2020 // 방구석 1열: 2019-2020,No,0,0.0,911.0,6.2,"Comedy, Crime, Drama",0,Richard&apos;s sister Millie wants to be a bodybuilder. What happens when she is a better boy than he is?,Movie,,1,방구석 1열: 2019-2020,Movie
Secret Jouju: Season 2 // 시크릿 쥬쥬: 시즌 2,Yes,0,0.0,348.0,6.2,"Short, Drama",0,"In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.",TV Show,,1,시크릿 쥬쥬: 시즌 2,TV Show
Spookiz: The Movie // 스푸키즈 극장판 비밀과외,No,0,0.0,730.0,6.2,"Short, Action",0,"Congressional aide Erica forgoes family Christmas to travel at her boss&apos;s behest. At a beach side Air Force base, she clashes with Capt. Andrew Jantz, who knows her assignment is finding reasons to defund the facility.",Movie,,1,스푸키즈 극장판 비밀과외,Movie
The Shop next to the best // 맛집의 옆집,No,0,0.0,510.0,6.2,"Drama, Sci-Fi, Thriller",0,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species - and uncovers alarming global corruption.",Movie,,1,맛집의 옆집,Movie
The Secret Mission // 말모이,No,0,0.0,9154.0,6.2,"Crime, Drama, Thriller",0,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.",Movie,,1,말모이,Movie
Boys Over Flowers: Volume 1 // 꽃보다 남자: 1권,No,2019-02-08,31800000.0,79.0,6.1,"Short, Comedy","boxer shorts,undershirt,hunt,reference to fibber mcgee and molly,daffy duck character","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past ...",Movie,2019-02-08,1,꽃보다 남자: 1권,Movie
The Girl Who Sees Scents: Season 1 // 냄새를 보는 소녀: 시즌 1,No,2022-07-28,24000000.0,27.0,6.1,"Drama, Romance","tv special,stand up comedy,stand up,stand up comedian,stand up comedy special","In a post-apocalyptic world rocked by a violent android uprising, a young pregnant woman and her boyfriend desperately search for safety.",TV Show,2022-07-28,1,냄새를 보는 소녀: 시즌 1,TV Show
Jo Pil-ho: The Dawning Rage // 악질경찰,Yes,2017-01-13,16900000.0,304.0,6.1,"Action, Crime, Drama","nasa,robot,school,character name in series title,laugh track","After his parents&apos; divorce, Evan Goldman moves from NYC to small-town Indiana. As his 13th birthday nears, he must master the complex social circles of his new school and win friends by turning his Bar Mitzvah into the coolest par...",Movie,2017-01-13,1,악질경찰,Movie
A Korean Odyssey: Season 1 // 화유기: 시즌1,Yes,2021-05-14,14600000.0,2897.0,6.1,"Biography, Drama, Family","pirate,treasure,sequel,naval fights,imax","The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",TV Show,2021-05-14,1,화유기: 시즌1,TV Show
Reborn Rich // 재벌집 막내아들,No,2018-07-27,10200000.0,75938.0,6.1,"Comedy, Family, Fantasy","forest,bear,hedgehog,squirrel,frog",Inspector Amaia Salazar confronts the origins of her nightmares as she unfolds the darkest secrets of the Baztan valley.,Movie,2018-07-27,1,재벌집 막내아들,Movie
Goodbye Mr. Black: Season 1 // 굿바이 미스터 블랙: 시즌 1,No,2017-11-01,8800000.0,7221.0,6.1,"Comedy, Family","based on short film,dramedy,isolation,daydreams,laughter","Ricky, Julian, and Bubbles go to Europe for a paid vacation and realize when they get there they have to complete tasks in different countries to earn money to party.",TV Show,2017-11-01,1,굿바이 미스터 블랙: 시즌 1,TV Show
Summer Time // 썸머타임,No,2019-10-31,7100000.0,243.0,6.1,"Adventure, Comedy, Family","pop,singing,performance,career,documentary produced by subject",Four friends have lived in a world of their own for 8 years as they shared a flat in Madrid. They prepare to face changes to their lives at the end of the summer.,Movie,2019-10-31,1,썸머타임,Movie
Princess Hours: Season 1 // 궁: 시즌 1,No,2017-08-18,6400000.0,28.0,6.1,Animation,"afterlife,heaven,utopia,ethics,neighborhood","Key players in the investigation of many crimes, but most importantly homicides, are the technicians. In this day and age, mobile laboratories are brought to the crime scene to do on-the-spot analysis of the scene and evidence. Mo...",TV Show,2017-08-18,1,궁: 시즌 1,TV Show
The Wind Blows: Season 1 // 바람이 분다: 시즌 1,No,2019-12-06,6100000.0,190.0,6.1,Documentary,"street dance,street dance group,street dancer,hamburg germany,river elbe",Katt Williams is back in this theatrical follow-up to the PIMP CHRONCILES PT. 1. Katt&apos;s flashy street attitude drives a story about returning to his roots. Katt is offered the opportunity to become a major Hollywood player. But th...,TV Show,2019-12-06,1,바람이 분다: 시즌 1,TV Show
Cleaning Up // 클리닝 업,No,2021-02-19,5900000.0,903.0,6.1,"Biography, Drama, Music","friendship,based on cartoon,based on tv series,animal,elephant",Comedian David Letterman interviews people he finds fascinating.,Movie,2021-02-19,1,클리닝 업,Movie
Ditto // 동감,No,2019-06-07,5800000.0,166.0,6.1,Comedy,"location in title,criminal,police,village","Comedian Russell Howard brings his manic energy to a new stand-up special that tackles politics, childhood and why he&apos;s a jerk.",Movie,2019-06-07,1,동감,Movie
100 Days My Prince: Season 1 // 백일의 낭군님: 시즌1,No,2018-11-13,5700000.0,103828.0,6.1,"Adventure, Drama, Sci-Fi","business,life,community,economy,car manufacturer","Middle-aged Joanna tries tirelessly to reconcile being a mother, daughter, grandmother, wife, lover, housewife and high-school teacher. But she seems to be losing her patience.",TV Show,2018-11-13,1,백일의 낭군님: 시즌1,TV Show
A Moment to Remember // 내 머리 속의 지우개,No,2021-12-10,5700000.0,9747.0,6.1,"Horror, Thriller","hip hop,rap,independent film,cult film,blaxploitation","On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",Movie,2021-12-10,1,내 머리 속의 지우개,Movie
Always // 오직 그대만,No,2021-03-22,5600000.0,7498.0,6.1,"Drama, Horror, Thriller","love,magic,teenager,raining cats and dogs,anime","Framed for a corporate crime, an adult Ted Templeton turns back into the Boss Baby to live undercover with his brother, Tim, posing as one of his kids.",Movie,2021-03-22,1,오직 그대만,Movie
My Roommate Is a Gumiho // 간떨어지는동거,No,2017-09-22,5200000.0,1640.0,6.1,"Animation, Short, Adventure","paddywhackery,ireland,matchmaker,political advisor,irish american","Humanity&apos;s desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",Movie,2017-09-22,1,간떨어지는동거,Movie
Go Back // 고백,No,2020-08-04,4300000.0,4513.0,6.1,"Animation, Short, Adventure","love,cg animation","Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",Movie,2020-08-04,1,고백,Movie
Korean Cold Noodle Rhapsody: Season 1 // 냉면랩소디: 시즌 1,Yes,2021-07-08,3700000.0,30656.0,6.1,Comedy,"tv special,stand up comedy,stand up comedy special","After going to extremes to cover up an accident, a corrupt cop&apos;s life spirals out of control when he starts receiving threats from a mysterious witness.",TV Show,2021-07-08,1,냉면랩소디: 시즌 1,TV Show
Weightlifting Fairy Kim Bok Joo: Season 1 // 역도요정 김복주: 시즌 1,No,2022-02-10,3000000.0,27439.0,6.1,"Biography, Drama, Sport","heroism,superhero,male protagonist,white male lead in a diverse cast,superhero action","Spinoff of Bling Empire (2021) series. Follows a group of humorous, sophisticated and rich Asian-Americans from New York City.",TV Show,2022-02-10,1,역도요정 김복주: 시즌 1,TV Show
Portrait of a Beauty // 미인도,No,2022-08-10,3000000.0,5536.0,6.1,"Animation, Adventure, Comedy","catherine parr character,king henry viii character,queen,king,1540s","Teenage Rabbit Samurai Yuichi, a descendant of the great warrior Miyamoto Usagi, embarks on an epic quest to become a true samurai.",Movie,2022-08-10,1,미인도,Movie
Welcome to Waikiki // 으라차차 와이키키,Yes,2022-09-30,2900000.0,3846.0,6.1,"Documentary, Drama, Mystery","doused with gasoline,gun in mouth,cell phone,banlieue,dancer","Vivo, Sony Pictures Animation&apos;s first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.",Movie,2022-09-30,1,으라차차 와이키키,Movie
Mister Trot: Season 2 // 미스터트롯: 시즌2,No,2022-07-29,2800000.0,693.0,6.1,Documentary,"tv special,stand up comedy,duo,joke in title,vaudeville","Follow Po, who partners up with a no-nonsense English knight named Wandering Blade, to find a collection of four powerful weapons before a mysterious pair of weasels do, and save the world from destruction.",TV Show,2022-07-29,1,미스터트롯: 시즌2,TV Show
The Last Empress // 황후의 품격,No,2019-08-14,2600000.0,114.0,6.1,Drama,"1st amendment,politics documentary,gawker,sex tape,censorship","It&apos;s the summer before Elle Evans is set to head off to college, and she has a big decision to make.",Movie,2019-08-14,1,황후의 품격,Movie
High Society // 상류사회,Yes,2022-11-11,2600000.0,87529.0,6.1,"Action, Drama, Fantasy",alien,"In the days leading up to Christmas, a young and newly engaged heiress experiences a skiing accident. After being diagnosed with amnesia, she finds herself in the care of the handsome lodge owner and his daughter.",Movie,2022-11-11,1,상류사회,Movie
Believer // 독전,No,2019-09-27,2200000.0,3359.0,6.1,Animation,"north korea,political thriller,nuclear war,geopolitics,south korea","The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",Movie,2019-09-27,1,독전,Movie
A Full Saturday night: 2021-2022 // 토요일은 밥이 좋아: 2021-2022,No,2018-12-15,1700000.0,45.0,6.1,Comedy,"business,prank,hidden camera reality tv",A woman&apos;s husband with a perfect life cheats with her sister with extreme consequences befalling them all.,Movie,2018-12-15,1,토요일은 밥이 좋아: 2021-2022,Movie
Becoming Witch // 마녀는 살아있다,No,2022-11-10,1700000.0,47829.0,6.1,Comedy,"princess,prince,sequel,second part,character name as title",Phil travels around the world sampling food and tradition with friends and a sense of humor.,Movie,2022-11-10,1,마녀는 살아있다,Movie
Men of Plastic // 압꾸정,No,2021-12-16,1600000.0,4562.0,6.1,Comedy,pursuit,"Sparky hates spinach and doesn&apos;t want to finish his lunch, which contains spinach. Suddenly a cracker comes to life and makes a deal with him--if Sparky finishes his spinach, he&apos;ll be able to see a live circus.",Movie,2021-12-16,1,압꾸정,Movie
Comi and Bebe: Season 1 // 꼬미와베베: 1기,No,2022-10-28,1500000.0,7844.0,6.1,"Adventure, Comedy, Drama","single player,xbox 360,microsoft windows,playstation 3,graphic adventure",takes two complete strangers who each think they&apos;re starting their first day at a new job. It&apos;s business as usual until their paths collide and these part-time jobs turn into full-time nightmares.,TV Show,2022-10-28,1,꼬미와베베: 1기,Movie
Eun-Ha // 은하,No,2022-07-29,1300000.0,103828.0,6.1,"Game-Show, Reality-TV","party,birthday,joke,friend,girl","Two man are the key members of a band called &apos;Dogs in Space&apos; and share a house in a Melbourne suburb with a variety of young music fans and social misfits, including a college student and a transient and apparently nameless teenag...",Movie,2022-07-29,1,은하,Movie
Jini’s Job Exploration: Season 2 // TV유치원 - 바쁘다 바빠 직업탐험: 시즌2,No,2022-01-07,900000.0,2581.0,6.1,"Short, War","real person becomes animated,rabbit,duck,monster,pig",The lives of the Chinle High School boys&apos; basketball team based on the Navajo Nation reservation in Arizona.,TV Show,2022-01-07,1,TV유치원 - 바쁘다 바빠 직업탐험: 시즌2,TV Show
Monthly Magazine Home: Season 1 // 월간집: 시즌 1,No,2019-04-20,600000.0,8955.0,6.1,"Animation, Short, Adventure","father daughter relationship,brazilian singer,sertanejo,brazilian music,goias brazil",It tells the story of how 16-year old Esmee finds a young horse after it gallops into the woods in a barn fire and the special bond that they have.,TV Show,2019-04-20,1,월간집: 시즌 1,TV Show
Peninsula // 반도,No,2020-08-07,500000.0,3359.0,6.1,"Animation, Short, Adventure",drug,"Tracks the history of Black cinema, focused mainly on the &apos;70s, with archival and new interviews with many of the key players from the era.",Movie,2020-08-07,1,반도,Movie
Toxic // 공기살인,No,2018-10-05,500000.0,103828.0,6.1,"Comedy, Romance","tv mini series,timeframe 2010s","At the height of his stardom, the world&apos;s biggest pop star, Michael Jackson, began long-running relationships with two boys, aged seven and ten, and their families. They now allege that he sexually abused them.",Movie,2018-10-05,1,공기살인,Movie
Operation Chromite // 인천상륙작전,No,2018-01-30,500000.0,166.0,6.1,Comedy,"sitcom,daughter,father daughter relationship,parenthood,teenager","An executive goes through an unexpected breakup, then accepting an assignment to go undercover and learn about the tourist industry in Vietnam.",Movie,2018-01-30,1,인천상륙작전,Movie
Through the Darkness: Season 1 // 악의 마음을 읽는 자들: 시즌 1,No,2021-07-16,400000.0,11370.0,6.1,"Animation, Short, Comedy","reenactment,pirate,swashbuckler adventure,period drama,timeframe 18th century","A jaded, overworked elf runs off to the real world where he tries to experience the magic of Christmas with the help of a newly befriended young boy.",TV Show,2021-07-16,1,악의 마음을 읽는 자들: 시즌 1,TV Show
